SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Inbound),East,20,51714,63683,43769,58773,4283,3411,288,4910,251,4633,24,296,0,0,0,277,0
1001O City West Boundary (Outbound),West,21,63506,89106,55703,74367,3951,3522,416,14739,330,8176,26,139,0,0,0,6563,0
1002I City North Boundary (Inbound),South,22,32231,38344,27222,35952,2747,2073,189,2392,189,2392,16,420,0,0,0,0,0
1002O City North Boundary (Outbound),North,22,41811,51188,35772,46724,3346,2435,258,4464,258,4464,21,397,0,0,0,0,0
1003I City East Boundary (Inbound),West,3,9843,12435,7788,11374,1156,860,92,1061,39,890,0,0,0,0,0,171,0
1003O City East Boundary (Outbound),East,3,12940,17218,11022,14613,1105,775,97,2605,38,1108,0,0,0,0,0,1497,0
1004I Humber River (Inbound),East/North/South,13,64217,84454,54690,69896,5388,3750,795,14558,389,7433,240,4408,0,0,6832,293,0
1004O Humber River (Outbound),North/South/West,14,71425,117930,61714,81206,5011,4243,921,36724,457,11781,228,6091,0,0,17490,7453,0
1005I CNR Newmarket Subdivision (Inbound),East/North,24,80861,123392,69617,93329,6300,3932,1412,30063,1012,20259,823,17180,0,0,9533,271,0
1005O CNR Newmarket Subdivision (Outbound),South/West,25,90438,172658,77162,104578,7327,4895,1534,68080,1054,28656,834,24039,0,0,31757,7667,0
1006I CNR Bala Subdivision (Inbound),North/South/West,27,80241,116264,69262,88374,5979,4084,1355,27890,916,14730,708,11601,0,0,12999,161,0
1006O CNR Bala Subdivision (Outbound),East/North/South,27,98801,184559,86896,112759,6857,4103,1352,71800,945,28995,697,24867,0,0,39077,3728,0
1007I CNR Uxbridge Subdivision (Inbound),West,14,38255,51670,31972,42531,3482,2325,519,9139,476,8959,337,6898,0,0,0,180,0
1007O CNR Uxbridge Subdivision (Outbound),East,14,52136,76642,46221,59031,3465,1981,538,17611,469,13129,347,11954,0,0,0,4482,0
1008I Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Inbound),South,34,65709,106133,58608,76374,4101,2017,1349,29759,983,19855,812,17882,0,0,9904,0,0
1008O Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Outbound),North,35,85640,164500,77241,100689,4937,2435,1452,63811,1027,27540,863,25415,0,0,34375,1896,0
1009I Hwy 401 South (Inbound),East/South/West,40,151534,204857,133530,171553,9971,6831,1942,33304,1202,23396,731,16520,0,0,9908,0,0
1009O Hwy 401 South (Outbound),East/North/West,44,161140,251028,141605,184752,11414,6813,2129,66276,1308,27577,772,19629,0,0,36966,1733,0
1010I Hwy 401 North (Inbound),East/South/West,37,129464,170614,113928,145912,8684,5764,1458,24702,1088,19748,681,14683,0,0,4954,0,0
1010O Hwy 401 North (Outbound),East/North/West,45,131516,194313,115005,149494,9315,6051,1566,44819,1145,24603,731,19386,0,0,18483,1733,0
1011I Taylor Creek-Victoria Park (Inbound),South/West,10,29256,50456,26070,34371,1783,1014,832,16085,389,9953,299,7521,0,0,5893,239,0
1011O Taylor Creek-Victoria Park (Outbound),East/North,10,38831,80836,35085,45882,2319,1021,852,34954,406,9271,337,8061,0,0,21887,3796,0
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,14,20830,55867,18278,24406,1452,504,1108,31461,596,12356,506,11391,0,0,19105,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,14,32305,101079,29166,39383,1984,569,1070,61696,586,18025,515,16886,0,0,43671,0,0
1013I Central Area Cordon West (Before 1986) (Inbound),East,13,25937,57455,22456,29764,1787,1240,836,27691,454,10522,385,9251,0,0,16898,271,0
1013O Central Area Cordon West (Before 1986) (Outbound),West,14,37427,115158,33226,45728,2270,1457,948,69430,474,17755,359,14847,0,0,44008,7667,0
1014I Central Area Cordon West (After 1986) (Inbound),East,13,25937,57455,22456,29764,1787,1240,836,27691,454,10522,385,9251,0,0,16898,271,0
1014O Central Area Cordon West (After 1986) (Outbound),West,14,37427,115158,33226,45728,2270,1457,948,69430,474,17755,359,14847,0,0,44008,7667,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East/North,13,29126,53854,24996,34381,2119,1454,957,19473,557,9669,485,8320,0,0,9533,271,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),South/West,14,37036,98165,32454,44106,2329,1636,1097,54059,617,14635,493,11775,0,0,31757,7667,0
1035I Central Area Cordon East (Inbound),North/South/West,15,25190,47343,21535,28453,1877,1391,826,18890,387,5730,319,4549,0,0,12999,161,0
1035O Central Area Cordon East (Outbound),East/North/South,15,39832,101695,34932,46661,2892,1644,771,55034,364,12229,300,10901,0,0,39077,3728,0
