SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1014I Central Area Cordon West (After 1986) (Inbound),East,14,111098,256217,93583,123697,8861,7046,2991,132520,1608,40958,1247,33081,0,0,82434,9128,0
1014O Central Area Cordon West (After 1986) (Outbound),West,14,105246,234186,87974,115352,8691,7016,3045,118834,1565,34688,1205,27874,0,0,74776,9370,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East/North,14,116693,226449,96425,128986,9813,8436,3420,97463,2019,35169,1620,27653,0,0,53166,9128,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),South/West,14,108783,219678,88764,116832,9564,8438,3509,102846,2017,34807,1623,27704,0,0,58669,9370,0
1035I Central Area Cordon East (Inbound),North/South/West,15,115940,223096,97735,129244,9802,7109,2735,93852,1294,26931,1018,22082,0,0,61589,5332,0
1035O Central Area Cordon East (Outbound),East/North/South,15,105865,202638,87809,111683,9438,7353,2638,90955,1265,24606,1005,20206,0,0,61517,4832,0
1058I Central Area Cordon North (Inbound),South,6,60039,175547,54253,69321,3821,1433,2354,106226,532,6421,308,3864,0,0,99805,0,0
1058O Central Area Cordon North (Outbound),North,6,55711,156004,49830,63690,3842,1522,2345,92314,517,5900,318,3692,0,0,86414,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),South/West,3,15122,120423,13554,17811,1127,362,1881,102612,79,683,39,187,0,0,101929,0,0
1059O Downtown Cordon North (Davenport Rd.) (Outbound),East/North,3,14937,106332,13112,16928,1272,476,1877,89404,77,671,39,142,0,0,88733,0,0
1061I Downtown Core Cordon North-Dundas St (Inbound),South/West,11,29437,147676,25309,32621,2344,1088,4264,115055,696,9933,396,6000,0,0,105122,0,0
1061O Downtown Core Cordon North-Dundas St (Outbound),East/North,11,27399,140850,23660,30604,2153,1116,4077,110246,470,7038,398,5785,0,0,103208,0,0
1062I Downtown Core Cordon South-Front St (Inbound),East/North,7,24967,51024,21942,29899,1526,869,976,21125,630,6645,304,2582,0,0,0,14480,0
1062O Downtown Core Cordon South-Front St (Outbound),South/West,6,13842,36540,11818,16678,1002,611,782,19862,411,5646,304,4222,0,0,0,14216,0
1065I Downtown Core Cordon West-University Ave (Inbound),East,5,29877,48911,25127,31938,2372,1433,945,16973,945,16973,638,14994,0,0,0,0,0
1065O Downtown Core Cordon West-University Ave (Outbound),West,7,42291,67001,36054,45173,3162,1770,1305,21828,1305,21828,618,14197,0,0,0,0,0
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,34884,56903,29612,38686,2873,1608,791,18217,791,18217,594,17467,0,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,29151,50291,24528,31943,2408,1447,768,18348,768,18348,596,17493,0,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,11,122469,200350,105486,142239,8824,7245,2325,58111,914,15201,571,9603,0,0,33672,9238,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,11,115450,191752,99121,130695,8152,7197,2478,61057,980,19372,553,9814,0,0,32430,9255,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,21,302889,412952,261563,330995,22554,16077,4163,81957,2695,49841,1698,37048,0,0,32116,0,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,21,292057,397523,249220,316155,24161,15885,4255,81368,2791,48126,1768,35026,0,0,33242,0,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,8,69743,108256,60249,79212,5428,2973,1260,29044,1093,24041,884,22455,0,0,0,5003,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,8,64863,100902,55651,72225,5135,2978,1268,28677,1099,22990,886,21477,0,0,0,5687,0
1081I Extended Core Cordon West (Inbound),East,5,64860,86839,54977,72042,4792,4839,423,14797,252,5669,0,0,0,0,0,9128,0
1081O Extended Core Cordon West (Outbound),West,5,60581,80072,50887,65594,4670,4778,466,14478,246,5108,0,0,0,0,0,9370,0
1082I Extended Core Cordon North (Inbound),South/West,11,29437,147676,25309,32621,2344,1088,4264,115055,696,9933,396,6000,0,0,105122,0,0
1082O Extended Core Cordon North (Outbound),East/North,11,27399,140850,23660,30604,2153,1116,4077,110246,470,7038,398,5785,0,0,103208,0,0
1083I Extended Core Cordon East (Inbound),West,9,34884,62235,29612,38686,2873,1608,966,23549,791,18217,594,17467,0,0,0,5332,0
1083O Extended Core Cordon East (Outbound),East,9,29151,55123,24528,31943,2408,1447,911,23180,768,18348,596,17493,0,0,0,4832,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),East,16,86145,210771,74465,96939,6567,3062,3242,113832,2051,38739,1355,31225,0,0,75093,0,0
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),West,19,98105,224751,85241,108883,7221,3469,3440,115868,2174,40941,1329,30807,0,0,74927,0,0
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,16,82067,200387,71406,93598,6299,2966,2662,106789,1396,33739,1054,30709,0,0,73050,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,15,73282,179906,63177,80800,5772,2936,2645,99106,1397,34656,1078,31217,0,0,64450,0,0
1798I Central Area Cordon (Pre-1986) Bathurst-CP-Don River (Inbound),East/North/South/West,35,287077,654860,245571,322262,22484,15588,8080,332598,3434,74310,2573,59027,0,0,243828,14460,0
1798O Central Area Cordon (Pre-1986) Bathurst-CP-Don River (Outbound),East/North/South/West,35,266822,592828,225613,290725,21971,15891,8028,302103,3347,65194,2528,51772,0,0,222707,14202,0
1799I Central Area Cordon (After 1986) additional stns (Inbound),East/North/South/West,35,287077,654860,245571,322262,22484,15588,8080,332598,3434,74310,2573,59027,0,0,243828,14460,0
1799O Central Area Cordon (After 1986) additional stns (Outbound),East/North/South/West,35,266822,592828,225613,290725,21971,15891,8028,302103,3347,65194,2528,51772,0,0,222707,14202,0
1800I Extended Core Cordon (Inbound),East/South/West,25,129181,296750,109898,143349,10009,7535,5653,153401,1739,33819,990,23467,0,0,105122,14460,0
1800O Extended Core Cordon (Outbound),East/North/West,25,117131,276045,99075,128141,9231,7341,5454,147904,1484,30494,994,23278,0,0,103208,14202,0
1801I Metro Boundary Cordon (Inbound),East/South/West,46,350859,422490,287685,378079,31407,29959,2141,44411,1808,33116,117,1078,0,0,0,11295,0
1801O Metro Boundary Cordon (Outbound),East/North/West,46,345546,419454,281472,370049,31733,30303,2392,49405,2038,38315,118,2202,0,0,0,11090,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,40,495101,721558,427298,552446,36806,26295,7748,169112,4702,89083,3153,69106,0,0,65788,14241,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,40,472370,690177,403992,519075,37448,26060,8001,171102,4870,90488,3207,66317,0,0,65672,14942,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,43,327937,698416,277245,367492,26666,18816,9874,330924,5210,101904,4207,85997,0,0,214560,14460,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,43,303819,649892,253521,329389,26039,19107,9845,320503,5152,99701,4156,84759,0,0,206600,14202,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),East/North/South/West,42,208301,582605,181367,238247,15519,7259,8761,344358,4156,79806,2752,64703,0,0,250072,14480,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/North/South/West,43,200166,547529,173348,223289,15267,7492,8744,324240,4059,81914,2750,66388,0,0,228110,14216,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),East/North/South/West,31,119165,304514,101990,133144,9115,4998,6976,171370,3062,51768,1932,41043,0,0,105122,14480,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South/West,32,112683,294682,96060,124398,8725,4944,6932,170284,2954,52860,1916,41697,0,0,103208,14216,0
1856I GO Rail (Inbound),East/North/South/West,15,0,69160,0,0,0,0,1720,69160,0,0,0,0,0,0,0,69160,0
1856O GO Rail (Outbound),East/North/South/West,15,0,68342,0,0,0,0,1809,68342,0,0,0,0,0,0,0,68342,0
