SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Inbound),East,20,218045,266059,184724,234774,14085,18097,1297,31285,1139,21309,61,380,0,0,0,9976,0
1001O City West Boundary (Outbound),West,20,215828,259976,183013,230489,13284,18364,1321,29487,1167,20772,64,571,0,0,0,8715,0
1002I City North Boundary (Inbound),South,24,133151,150702,110558,140790,11253,10526,831,9912,814,9468,77,762,0,0,0,444,0
1002O City North Boundary (Outbound),North,24,130241,147313,108596,137327,10878,9979,805,9986,788,9581,50,1260,0,0,0,405,0
1003I City East Boundary (Inbound),West,3,40266,51962,33893,44318,2051,4154,288,7644,168,3737,0,0,0,0,0,3907,0
1003O City East Boundary (Outbound),East,3,40584,50958,34391,44588,1989,4038,290,6370,166,3233,0,0,0,0,0,3137,0
1004I Humber River (Inbound),East/North/South,15,250136,337079,210160,265127,18447,19803,3118,71952,1726,29064,894,13314,0,0,32069,10819,0
1004O Humber River (Outbound),North/South/West,15,245565,333888,206719,256761,17133,19983,3114,77127,1730,28248,922,14268,0,0,38567,10312,0
1005I CNR Newmarket Subdivision (Inbound),East/North,25,288375,440143,236431,302722,27340,20627,5381,137421,3977,69717,2920,55098,0,0,57077,10627,0
1005O CNR Newmarket Subdivision (Outbound),South/West,25,294573,452506,242174,310598,26820,21614,5374,141908,3965,69085,2957,54380,0,0,62466,10357,0
1006I CNR Bala Subdivision (Inbound),North/South/West,28,326707,487556,278008,353574,25605,19981,4507,133982,3113,59666,2186,47429,0,0,66447,7869,0
1006O CNR Bala Subdivision (Outbound),East/North/South,28,308191,443043,262558,324474,23119,19409,4495,118569,3105,56031,2176,44270,0,0,55536,7002,0
1007I CNR Uxbridge Subdivision (Inbound),West,14,158206,213423,134343,172960,11315,10777,1892,40463,1771,34109,1161,27963,0,0,0,6354,0
1007O CNR Uxbridge Subdivision (Outbound),East,14,156945,211553,134813,172926,9880,10529,1845,38627,1723,33094,1174,26679,0,0,0,5533,0
1008I Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Inbound),South,35,270022,431215,236548,299314,18209,11791,6267,131901,3474,65324,2611,55441,0,0,63229,3348,0
1008O Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Outbound),North,35,257749,422038,224043,283716,18481,11820,6141,138322,3405,63971,2594,55528,0,0,71288,3063,0
1009I Hwy 401 South (Inbound),East/South/West,42,563747,759986,489466,611187,35592,34067,8736,148799,4622,68120,2354,41054,0,0,77514,3165,0
1009O Hwy 401 South (Outbound),East/North/West,46,556808,758840,482759,604515,36878,32659,8636,154325,4512,68673,2435,44104,0,0,82731,2921,0
1010I Hwy 401 North (Inbound),East/South/West,39,472579,608879,405984,505508,32672,29901,6792,103371,4022,57487,2271,38024,0,0,43014,2870,0
1010O Hwy 401 North (Outbound),East/North/West,46,470593,616448,406223,507764,31530,28858,6734,108684,3982,59154,2239,38801,0,0,46853,2677,0
1011I Taylor Creek-Victoria Park (Inbound),South/West,10,120952,202571,105898,137621,8473,5283,2633,64950,1298,24349,920,20153,0,0,33911,6690,0
1011O Taylor Creek-Victoria Park (Outbound),East/North,10,110756,185389,96330,122822,7853,5273,2796,62567,1300,21550,953,17829,0,0,35141,5876,0
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,14,94812,241474,81647,106164,8445,3293,4546,135310,1427,29491,1137,25692,0,0,105819,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,14,90157,234818,76965,99879,8448,3293,4613,134939,1451,28293,1117,24810,0,0,106646,0,0
1013I Central Area Cordon West (Before 1986) (Inbound),East,14,111306,247966,92619,120716,10275,6800,3016,127250,1612,42016,1122,32696,0,0,74607,10627,0
1013O Central Area Cordon West (Before 1986) (Outbound),West,14,113902,246792,94565,127212,10641,7101,3004,119580,1595,33533,1145,25813,0,0,75690,10357,0
1014I Central Area Cordon West (After 1986) (Inbound),East,14,111306,247966,92619,120716,10275,6800,3016,127250,1612,42016,1122,32696,0,0,74607,10627,0
1014O Central Area Cordon West (After 1986) (Outbound),West,14,113902,246792,94565,127212,10641,7101,3004,119580,1595,33533,1145,25813,0,0,75690,10357,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East/North,14,116087,224779,95035,123453,11215,7747,3494,101326,2090,33622,1582,24539,0,0,57077,10627,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),South/West,14,116862,231855,95374,127453,11380,8048,3469,104402,2060,31579,1594,23420,0,0,62466,10357,0
1035I Central Area Cordon East (Inbound),North/South/West,16,127206,241553,106696,143620,12070,7237,2597,97933,1203,23617,952,19386,0,0,66447,7869,0
1035O Central Area Cordon East (Outbound),East/North/South,16,110389,201551,91100,115508,11001,7070,2608,86043,1218,23505,966,19057,0,0,55536,7002,0
1058I Central Area Cordon North (Inbound),South,6,59601,179127,53001,67631,4718,1488,3513,111496,394,5677,199,2944,0,0,105819,0,0
1058O Central Area Cordon North (Outbound),North,6,55978,174674,49466,62776,4676,1459,3539,111898,377,5252,192,3062,0,0,106646,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),South/West,3,16893,103403,14866,18536,1540,420,1655,84867,67,438,37,124,0,0,84429,0,0
1059O Downtown Cordon North (Davenport Rd.) (Outbound),East/North,3,17303,98369,15177,19229,1540,510,1696,79140,76,629,39,183,0,0,78511,0,0
1061I Downtown Core Cordon North-Dundas St (Inbound),South/West,11,30297,155004,25693,32652,2570,1363,3899,122352,671,10373,370,5755,0,0,111979,0,0
1061O Downtown Core Cordon North-Dundas St (Outbound),East/North,11,28910,132850,24636,31088,2484,1300,3708,101762,490,6376,389,5317,0,0,95386,0,0
1062I Downtown Core Cordon South-Front St (Inbound),East/North,8,25058,54597,21778,29031,1865,846,865,25566,569,7070,274,3053,0,0,0,18496,0
1062O Downtown Core Cordon South-Front St (Outbound),South/West,7,13448,36139,11425,15284,1103,516,704,20855,404,3786,265,2133,0,0,0,17069,0
1065I Downtown Core Cordon West-University Ave (Inbound),East,5,29405,47060,24379,29939,2756,1388,882,17121,882,17121,621,15427,0,0,0,0,0
1065O Downtown Core Cordon West-University Ave (Outbound),West,7,44143,68226,37431,46747,3726,1671,1315,21479,1315,21479,617,13880,0,0,0,0,0
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,37006,60182,31349,40965,3310,1545,802,19217,802,19217,569,17652,0,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,31460,49706,26017,32989,3062,1608,773,16717,773,16717,568,16001,0,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,11,129101,205466,110874,144346,10293,6870,2456,61120,1064,18232,629,8901,0,0,32069,10819,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,11,124197,203672,106465,137017,9717,6931,2468,66655,1084,17776,658,9340,0,0,38567,10312,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,22,317190,430768,277639,346687,20524,16304,5460,84081,2723,39966,1562,28858,0,0,43024,1091,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,22,314681,432215,274628,342597,20611,16684,5485,89618,2758,41842,1627,30402,0,0,46833,943,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,8,73085,113632,62645,81173,6071,3173,1317,32459,1196,26105,904,24595,0,0,0,6354,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,8,69046,109519,59675,78855,5100,3151,1242,30664,1120,25131,903,22973,0,0,0,5533,0
1081I Extended Core Cordon West (Inbound),East,5,64173,86768,53794,69085,5585,4479,465,17683,315,7056,0,0,0,0,0,10627,0
1081O Extended Core Cordon West (Outbound),West,5,68205,93652,57333,77373,5916,4695,422,16279,261,5922,0,0,0,0,0,10357,0
