SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Peel-Toronto Boundary) (Inbound),East/South,22,105154,153581,94351,105435,4406,5752,601,48102,601,6565,32,413,44,0,0,41537,28
1001O City West Boundary (Peel-Toronto Boundary) (Outbound),North/West,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1002I City North Boundary (York-Toronto Boundary) (Inbound),South,49,167290,200746,150241,167940,8735,7297,865,32654,865,12256,214,2298,152,2,0,20398,506
1002O City North Boundary (York-Toronto Boundary) (Outbound),North,49,115498,125151,100587,114716,6748,7266,795,10333,795,10333,220,3284,102,3,0,0,374
1003I City East Boundary (Durham-Toronto Boundary) (Inbound),West,7,56484,69951,51630,55004,2992,1757,85,14927,85,619,0,0,20,4,0,14308,12
1003O City East Boundary (Durham-Toronto Boundary) (Outbound),East,7,20861,19527,16777,18702,2137,1861,70,809,70,389,0,0,16,5,0,420,13
1005I CNR Newmarket Subdivision (Inbound),East,7,25060,73391,23049,24947,899,801,113,48246,113,1529,14,0,198,6,0,46717,61
1005O CNR Newmarket Subdivision (Outbound),West,7,21071,24596,19518,21923,668,670,102,2560,102,1637,12,0,113,7,0,923,33
1006I CNR Bala Subdivision (Inbound),North/South/West,16,47693,125613,42450,49237,2847,1301,412,75693,199,1249,34,297,683,8,37907,28459,468
1006O CNR Bala Subdivision (Outbound),East/North/South,16,35071,50710,30590,35697,2590,1317,350,14789,194,1225,32,246,224,9,9146,457,273
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,6,19519,75837,17851,20164,887,194,84,55170,84,1138,34,587,503,10,54032,0,788
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,6,12000,38079,10937,12413,547,198,76,25424,76,493,29,226,242,11,24931,0,600
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,27,45915,135277,41014,45949,2134,1215,421,88197,244,2885,48,733,1131,14,33032,46717,3211
1014O Central Area Cordon West (Bathurst St) (After 1986) (Outbound),West,27,32671,53520,29301,32439,1494,989,379,20573,217,2399,45,323,508,15,12124,923,1882
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East,7,25060,73391,23049,24947,899,801,113,48246,113,1529,14,0,198,16,0,46717,61
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),West,7,21071,24596,19518,21923,668,670,102,2560,102,1637,12,0,113,17,0,923,33
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,16,47693,125613,42450,49237,2847,1301,412,75693,199,1249,34,297,683,18,37907,28459,468
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,16,35071,50710,30590,35697,2590,1317,350,14789,194,1225,32,246,224,19,9146,457,273
1058I Central Area Cordon North (Inbound),South,6,19519,75837,17851,20164,887,194,84,55170,84,1138,34,587,503,20,54032,0,788
1058O Central Area Cordon North (Outbound),North,6,12000,38079,10937,12413,547,198,76,25424,76,493,29,226,242,21,24931,0,600
1081I Extended Core Cordon West (Inbound),East,8,26605,75209,24411,26728,1039,836,120,48282,120,1565,14,0,199,22,0,46717,65
1081O Extended Core Cordon West (Outbound),West,8,21517,25029,19898,22333,712,687,105,2581,105,1658,12,0,115,23,0,923,35
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,3,0,28459,0,0,0,0,0,28459,0,0,0,0,0,24,0,28459,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,3,0,457,0,0,0,0,0,457,0,0,0,0,0,25,0,457,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,49,113127,336727,101315,115350,5868,2710,917,219060,527,5272,116,1617,2317,28,124971,75176,4467
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,49,79742,142309,70828,80549,4631,2504,805,60786,487,4117,106,795,974,29,46201,1380,2755
1800I Extended Core Cordon (Inbound),East/West,11,26605,103668,24411,26728,1039,836,120,76741,120,1565,14,0,199,30,0,75176,65
1800O Extended Core Cordon (Outbound),East/West,11,21517,25486,19898,22333,712,687,105,3038,105,1658,12,0,115,31,0,1380,35
1801I Metro Boundary Cordon (Inbound),East/South/West,78,328928,424278,296222,328379,16133,14806,1551,95683,1551,19440,246,2711,216,32,0,76243,546
1801O Metro Boundary Cordon (Outbound),East/North/West,78,243166,254237,213407,235997,13352,14792,1448,18073,1448,17071,281,4197,167,33,0,1002,422
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,29,92272,274841,83350,94348,4633,2296,609,179109,396,3916,82,884,1384,34,91939,75176,1317
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,29,68142,113385,61045,70033,3805,2185,528,42773,372,3355,73,472,579,35,34077,1380,906
1856I GO Rail (Inbound),East/South/West,14,0,151419,0,0,0,0,0,151419,0,0,0,0,0,36,0,151419,0
1856O GO Rail (Outbound),East/North/West,14,0,2381,0,0,0,0,0,2381,0,0,0,0,0,37,0,2381,0
