SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Inbound),East,20,60967,73386,53054,68287,3679,3926,336,5099,308,4744,20,202,0,0,0,355,0
1001O City West Boundary (Outbound),West,20,74930,100426,66982,85425,3275,4276,471,15001,397,8250,24,149,0,0,0,6751,0
1002I City North Boundary (Inbound),South,24,34735,42321,30105,39258,2426,1983,221,3063,221,3063,29,585,0,0,0,0,0
1002O City North Boundary (Outbound),North,24,46177,56049,40714,52035,2880,2304,296,4014,279,3609,18,187,0,0,0,405,0
1003I City East Boundary (Inbound),West,3,9756,12917,8161,11013,595,955,81,1904,45,1142,0,0,0,0,0,762,0
1003O City East Boundary (Outbound),East,3,15681,21804,14182,18480,556,889,88,3324,54,1088,0,0,0,0,0,2236,0
1004I Humber River (Inbound),East/North/South,15,69550,91188,61000,77135,4278,3857,801,14053,415,6761,249,4108,0,0,6921,371,0
1004O Humber River (Outbound),North/South/West,15,82628,135538,72713,92815,4734,4648,986,42723,533,11569,270,6391,0,0,22744,8410,0
1005I CNR Newmarket Subdivision (Inbound),East/North,25,80845,119842,69573,89756,6375,3801,1484,30086,1096,19412,885,17146,0,0,10309,365,0
1005O CNR Newmarket Subdivision (Outbound),South/West,25,95241,184681,82128,111307,6952,4940,1678,73374,1221,29734,904,24744,0,0,34981,8659,0
1006I CNR Bala Subdivision (Inbound),North/South/West,27,82504,117920,71845,89496,5751,4000,1320,28424,908,14061,696,10528,0,0,14048,315,0
1006O CNR Bala Subdivision (Outbound),East/North/South,28,104031,185549,92869,118515,6344,3866,1359,67034,952,27076,686,23605,0,0,33802,6156,0
1007I CNR Uxbridge Subdivision (Inbound),West,14,39455,54370,33996,45014,2750,2204,533,9356,505,9016,350,7273,0,0,0,340,0
1007O CNR Uxbridge Subdivision (Outbound),East,14,56702,86385,51444,67074,2719,1988,596,19311,551,14637,385,13031,0,0,0,4674,0
1008I Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Inbound),South,35,71142,113323,64003,81725,3918,2243,1758,31598,978,20652,785,18512,0,0,10946,0,0
1008O Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Outbound),North,35,86393,172907,77936,100995,5008,2379,1872,71912,1070,25247,833,23165,0,0,43602,3063,0
1009I Hwy 401 South (Inbound),East/South/West,42,159665,217746,144000,180893,7638,6759,2490,36853,1268,22504,683,13809,0,0,14349,0,0
1009O Hwy 401 South (Outbound),East/North/West,46,171625,272466,154193,195297,9191,6908,2555,77169,1333,24649,741,16802,0,0,49813,2707,0
1010I Hwy 401 North (Inbound),East/South/West,39,143129,186761,127761,160189,8064,6177,1919,26572,1127,18431,653,11813,0,0,8141,0,0
1010O Hwy 401 North (Outbound),East/North/West,46,143993,212982,128351,163181,8306,6185,1943,49801,1151,19362,685,14736,0,0,27976,2463,0
1011I Taylor Creek-Victoria Park (Inbound),South/West,10,29637,48418,26552,34221,1782,916,781,14197,387,7652,294,6573,0,0,6198,347,0
1011O Taylor Creek-Victoria Park (Outbound),East/North,10,36861,78774,33098,43304,2354,990,866,35470,419,8848,322,7736,0,0,21647,4975,0
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,14,20508,56862,17854,23716,1719,521,1338,33146,414,8422,351,7750,0,0,24724,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,14,32237,107020,28711,38429,2420,658,1316,68591,448,11633,355,10678,0,0,56958,0,0
1013I Central Area Cordon West (Before 1986) (Inbound),East,14,25289,54350,21523,27659,2242,1086,826,26691,438,7918,355,6853,0,0,18408,365,0
1013O Central Area Cordon West (Before 1986) (Outbound),West,14,40787,123116,35928,52585,2886,1491,939,70531,482,14856,360,12449,0,0,47016,8659,0
