SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Peel-Toronto Boundary) (Inbound),East/South,22,100972,111065,88464,103087,3929,7924,548,7871,548,6339,28,495,107,0,0,1532,78
1001O City West Boundary (Peel-Toronto Boundary) (Outbound),North/West,22,125374,169987,112944,129635,5149,6557,640,40268,640,7736,63,1359,84,1,0,32532,56
1002I City North Boundary (York-Toronto Boundary) (Inbound),South,49,154863,174800,136563,161577,9264,8001,881,13069,881,13069,171,2201,154,2,0,0,631
1002O City North Boundary (York-Toronto Boundary) (Outbound),North,49,184035,222002,165718,191231,8953,8269,875,30551,875,13932,178,2355,220,3,0,16619,703
1003I City East Boundary (Durham-Toronto Boundary) (Inbound),West,7,27873,28143,23063,26695,2379,2311,100,1428,100,407,0,0,20,4,0,1021,23
1003O City East Boundary (Durham-Toronto Boundary) (Outbound),East,7,48958,59274,43326,47110,3209,2311,87,12139,87,789,0,0,25,5,0,11350,24
1005I CNR Newmarket Subdivision (Inbound),East,7,27209,31549,25341,26905,766,800,187,4529,187,2699,20,0,115,6,0,1830,70
1005O CNR Newmarket Subdivision (Outbound),West,7,28141,77831,25727,30544,1197,905,177,47152,177,3803,19,0,135,7,0,43349,86
1006I CNR Bala Subdivision (Inbound),North/South/West,16,44793,75417,39255,46525,2599,1914,532,28399,347,2542,33,323,493,8,19643,1209,799
1006O CNR Bala Subdivision (Outbound),East/North/South,16,54392,122012,48598,58123,2822,1721,475,63113,302,2483,32,237,776,9,29642,25038,950
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,6,16062,52093,14785,17304,505,223,111,34351,111,1291,32,439,438,10,33060,0,1453
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,6,23275,79428,21758,26028,663,257,113,52916,113,1098,33,354,484,11,51818,0,1243
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,27,47441,78209,42886,47750,1749,1300,531,29484,356,4087,55,431,975,14,17556,1830,8118
1014O Central Area Cordon West (Bathurst St) (After 1986) (Outbound),West,27,52575,145597,46737,55479,2329,1548,522,88679,346,5501,58,826,1439,15,33217,43349,8354
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East,7,27209,31549,25341,26905,766,800,187,4529,187,2699,20,0,115,16,0,1830,70
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),West,7,28141,77831,25727,30544,1197,905,177,47152,177,3803,19,0,135,17,0,43349,86
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,16,44793,75417,39255,46525,2599,1914,532,28399,347,2542,33,323,493,18,19643,1209,799
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,16,54392,122012,48598,58123,2822,1721,475,63113,302,2483,32,237,776,19,29642,25038,950
1058I Central Area Cordon North (Inbound),South,6,16062,52093,14785,17304,505,223,111,34351,111,1291,32,439,438,20,33060,0,1453
1058O Central Area Cordon North (Outbound),North,6,23275,79428,21758,26028,663,257,113,52916,113,1098,33,354,484,21,51818,0,1243
1081I Extended Core Cordon West (Inbound),East,8,28465,33104,26435,28307,873,833,206,4679,206,2849,20,0,118,22,0,1830,78
1081O Extended Core Cordon West (Outbound),West,8,30028,80041,27421,32640,1317,962,188,47261,188,3912,19,0,140,23,0,43349,101
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,3,0,1209,0,0,0,0,0,1209,0,0,0,0,0,24,0,1209,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,3,0,25038,0,0,0,0,0,25038,0,0,0,0,0,25,0,25038,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,49,108296,205719,96926,111579,4853,3437,1174,92234,814,7920,120,1193,1906,28,70259,3039,10370
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,49,130242,347037,117093,139630,5814,3526,1110,204708,761,9082,123,1417,2699,29,114677,68387,10547
1800I Extended Core Cordon (Inbound),East/West,11,28465,34313,26435,28307,873,833,206,5888,206,2849,20,0,118,30,0,3039,78
1800O Extended Core Cordon (Outbound),East/West,11,30028,105079,27421,32640,1317,962,188,72299,188,3912,19,0,140,31,0,68387,101
1801I Metro Boundary Cordon (Inbound),East/South/West,78,283708,314008,248090,291359,15572,18236,1529,22368,1529,19815,199,2696,281,32,0,2553,732
1801O Metro Boundary Cordon (Outbound),East/North/West,78,358367,451263,321988,367976,17311,17137,1602,82958,1602,22457,241,3714,329,33,0,60501,783
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,29,88064,159059,79381,90734,3870,2937,830,67279,645,6532,85,762,1046,34,52703,3039,2322
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,29,105808,279271,96083,114695,4682,2883,765,163181,592,7384,84,591,1395,35,81460,68387,2279
1856I GO Rail (Inbound),East/South/West,14,0,5592,0,0,0,0,0,5592,0,0,0,0,0,36,0,5592,0
1856O GO Rail (Outbound),East/North/West,14,0,128888,0,0,0,0,0,128888,0,0,0,0,0,37,0,128888,0
