SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Inbound),East,17,164430,199791,135906,178212,12246,15645,791,21579,633,14675,81,1072,0,0,0,6904,0
1001O City West Boundary (Outbound),West,17,166359,202906,136660,181489,12646,16358,829,21417,695,15490,85,1418,0,0,0,5927,0
1002I City North Boundary (Inbound),South,21,105703,120481,85290,112949,11069,8937,407,7532,407,7532,96,1861,0,0,0,0,0
1002O City North Boundary (Outbound),North,20,101060,115679,80680,108004,11366,8590,424,7675,424,7675,103,2684,0,0,0,0,0
1003I City East Boundary (Inbound),West,3,30309,36832,23688,32077,2985,3541,230,4755,95,2412,0,0,0,0,0,2343,0
1003O City East Boundary (Outbound),East,3,29565,36766,23117,32820,2933,3402,246,3946,113,2632,0,0,0,0,0,1314,0
1004I Humber River (Inbound),East/North/South,14,219338,299774,180384,233547,17757,19811,2699,66227,1386,20720,895,12233,0,0,37982,7525,0
1004O Humber River (Outbound),North/South/West,14,210688,288864,173683,221096,17897,17701,2750,67768,1407,23497,887,12711,0,0,37501,6770,0
1005I CNR Newmarket Subdivision (Inbound),East/North,25,267888,408943,220886,286739,20384,23329,4602,122204,3289,65927,2715,56196,0,0,48836,7441,0
1005O CNR Newmarket Subdivision (Outbound),South/West,25,259740,399615,213352,272890,19540,23543,4654,126725,3305,63310,2720,53385,0,0,56646,6769,0
1006I CNR Bala Subdivision (Inbound),North/South/West,27,279655,433838,234542,303385,23698,18620,4122,130453,2795,55284,2249,47535,0,0,70321,4848,0
1006O CNR Bala Subdivision (Outbound),East/North/South,27,267816,412260,223735,285442,22634,18624,4117,126818,2823,58014,2256,48260,0,0,65047,3757,0
